# Tempo	Probabilidade
350	0.517143
351	0.51567
352	0.514205
353	0.512748
354	0.511299
355	0.509859
356	0.508427
357	0.507003
358	0.505587
359	0.504178
360	0.502778
361	0.501385
362	0.5
363	0.498623
364	0.5
365	0.50137
366	0.5
367	0.498638
368	0.497283
369	0.498645
370	0.5
371	0.501348
372	0.502688
373	0.504021
374	0.502674
375	0.501333
376	0.5
377	0.501326
378	0.502646
379	0.503958
380	0.505263
381	0.506562
382	0.507853
383	0.506527
384	0.505208
385	0.503896
386	0.502591
387	0.501292
388	0.502577
389	0.501285
390	0.5
391	0.498721
392	0.497449
393	0.496183
394	0.494924
395	0.493671
396	0.492424
397	0.491184
398	0.48995
399	0.488722
400	0.4875
401	0.486284
402	0.485075
403	0.483871
404	0.482673
405	0.483951
406	0.482759
407	0.484029
408	0.482843
409	0.481663
410	0.480488
411	0.479319
412	0.478155
413	0.476998
414	0.475845
415	0.477108
416	0.478365
417	0.479616
418	0.480861
419	0.4821
420	0.483333
421	0.484561
422	0.485782
423	0.484634
424	0.483491
425	0.482353
426	0.481221
427	0.480094
428	0.478972
429	0.477855
430	0.476744
431	0.477958
432	0.479167
433	0.48037
434	0.481567
435	0.482759
436	0.483945
437	0.485126
438	0.486301
439	0.487472
440	0.488636
441	0.489796
442	0.49095
443	0.492099
444	0.493243
445	0.494382
446	0.495516
447	0.496644
448	0.497768
449	0.498886
450	0.5
451	0.501109
452	0.502212
453	0.503311
454	0.504405
455	0.505495
456	0.506579
457	0.507659
458	0.508734
459	0.509804
460	0.51087
461	0.511931
462	0.512987
463	0.514039
464	0.515086
465	0.516129
466	0.517167
467	0.518201
468	0.519231
469	0.520256
470	0.521277
471	0.522293
472	0.523305
473	0.524313
474	0.525316
475	0.526316
476	0.527311
477	0.526205
478	0.525105
479	0.524008
480	0.522917
481	0.52183
482	0.520747
483	0.519669
484	0.518595
485	0.517526
486	0.516461
487	0.5154
488	0.514344
489	0.515337
490	0.514286
491	0.513238
492	0.512195
493	0.511156
494	0.510121
495	0.509091
496	0.508065
497	0.507042
498	0.506024
499	0.507014
500	0.508
501	0.508982
502	0.50996
503	0.510934
504	0.509921
505	0.508911
506	0.507905
507	0.506903
508	0.505906
509	0.504912
510	0.503922
511	0.502935
512	0.501953
513	0.500975
514	0.5
515	0.499029
516	0.498062
517	0.497099
518	0.496139
519	0.495183
520	0.494231
521	0.493282
522	0.492337
523	0.491396
524	0.490458
525	0.489524
526	0.488593
527	0.489564
528	0.49053
529	0.491493
530	0.492453
531	0.493409
532	0.494361
533	0.49531
534	0.494382
535	0.493458
536	0.492537
537	0.493482
538	0.494424
539	0.495362
540	0.496296
541	0.497227
542	0.498155
543	0.499079
544	0.5
545	0.500917
546	0.501832
547	0.502742
548	0.50365
549	0.504554
550	0.505455
551	0.504537
552	0.503623
553	0.502712
554	0.501805
555	0.500901
556	0.5
557	0.499102
558	0.498208
559	0.497317
560	0.496429
561	0.495544
562	0.494662
563	0.493783
564	0.492908
565	0.492035
566	0.491166
567	0.4903
568	0.489437
569	0.488576
570	0.487719
571	0.488616
572	0.48951
573	0.490401
574	0.491289
575	0.492174
576	0.493056
577	0.493934
578	0.49481
579	0.495682
580	0.496552
581	0.497418
582	0.498282
583	0.499142
584	0.5
585	0.500855
586	0.501706
587	0.502555
588	0.503401
589	0.504244
590	0.505085
591	0.505922
592	0.506757
593	0.507589
594	0.508418
595	0.509244
596	0.510067
597	0.509213
598	0.508361
599	0.507513
600	0.508333
601	0.509151
602	0.509967
603	0.510779
604	0.511589
605	0.512397
606	0.513201
607	0.514003
608	0.514803
609	0.515599
610	0.516393
611	0.517185
612	0.517974
613	0.51876
614	0.519544
615	0.520325
616	0.521104
617	0.52188
618	0.522654
619	0.523425
620	0.522581
621	0.521739
622	0.5209
623	0.520064
624	0.519231
625	0.5184
626	0.517572
627	0.516746
628	0.515924
629	0.515103
630	0.515873
631	0.51664
632	0.515823
633	0.515008
634	0.514196
635	0.513386
636	0.512579
637	0.511774
638	0.510972
639	0.510172
640	0.509375
641	0.50858
642	0.509346
643	0.510109
644	0.51087
645	0.511628
646	0.512384
647	0.513138
648	0.513889
649	0.514638
650	0.513846
651	0.514593
652	0.515337
653	0.51608
654	0.515291
655	0.514504
656	0.51372
657	0.512938
658	0.512158
659	0.511381
660	0.510606
661	0.509834
662	0.510574
663	0.509804
664	0.509036
665	0.508271
666	0.507508
667	0.508246
668	0.508982
669	0.509716
670	0.510448
671	0.511177
672	0.510417
673	0.509658
674	0.508902
675	0.508148
676	0.507396
677	0.506647
678	0.5059
679	0.505155
680	0.504412
681	0.503671
682	0.502933
683	0.502196
684	0.501462
685	0.50073
686	0.5
687	0.500728
688	0.501453
689	0.500726
690	0.5
691	0.499276
692	0.498555
693	0.499278
694	0.5
695	0.500719
696	0.501437
697	0.502152
698	0.502865
699	0.503577
700	0.504286
701	0.504993
702	0.505698
703	0.506401
704	0.507102
705	0.507801
706	0.507082
707	0.507779
708	0.508475
709	0.509168
710	0.509859
711	0.510549
712	0.509831
713	0.509116
714	0.508403
715	0.507692
716	0.506983
717	0.506276
718	0.505571
719	0.504868
720	0.505556
721	0.506241
722	0.506925
723	0.507607
724	0.508287
725	0.507586
726	0.506887
727	0.50619
728	0.505495
729	0.504801
730	0.50411
731	0.50342
732	0.502732
733	0.502046
734	0.501362
735	0.50068
736	0.5
737	0.499322
738	0.5
739	0.500677
740	0.501351
741	0.502024
742	0.502695
743	0.503365
744	0.504032
745	0.504698
746	0.505362
747	0.506024
748	0.506684
749	0.507343
750	0.508
751	0.508655
752	0.509309
753	0.50996
754	0.51061
755	0.511258
756	0.511905
757	0.511229
758	0.510554
759	0.511199
760	0.511842
761	0.512484
762	0.513123
763	0.513761
764	0.514398
765	0.515033
766	0.515666
767	0.516297
768	0.516927
769	0.517555
770	0.516883
771	0.516213
772	0.515544
773	0.514877
774	0.514212
775	0.513548
776	0.512887
777	0.512227
778	0.511568
779	0.510911
780	0.510256
781	0.509603
782	0.508951
783	0.508301
784	0.508929
785	0.509554
786	0.510178
787	0.510801
788	0.511421
789	0.510773
790	0.510127
791	0.509482
792	0.508838
793	0.508197
794	0.507557
795	0.506918
796	0.506281
797	0.506901
798	0.507519
799	0.508135
800	0.50875
801	0.508115
802	0.508728
803	0.50934
804	0.50995
805	0.510559
806	0.511166
807	0.511772
808	0.512376
809	0.512979
810	0.51358
811	0.51418
812	0.514778
813	0.515375
814	0.514742
815	0.51411
816	0.514706
817	0.5153
818	0.515892
819	0.516484
820	0.517073
821	0.517661
822	0.518248
823	0.518834
824	0.518204
825	0.517576
826	0.516949
827	0.517533
828	0.518116
829	0.518697
830	0.519277
831	0.519856
832	0.520433
833	0.521008
834	0.521583
835	0.522156
836	0.521531
837	0.522103
838	0.52148
839	0.520858
840	0.520238
841	0.520809
842	0.521378
843	0.521945
844	0.522512
845	0.523077
846	0.523641
847	0.524203
848	0.524764
849	0.525324
850	0.525882
851	0.526439
852	0.526995
853	0.52755
854	0.528103
855	0.528655
856	0.528037
857	0.527421
858	0.526807
859	0.526193
860	0.525581
861	0.524971
862	0.524362
863	0.523754
864	0.523148
865	0.522543
866	0.52194
867	0.521338
868	0.520737
869	0.520138
870	0.51954
871	0.518944
872	0.518349
873	0.517755
874	0.517162
875	0.516571
876	0.515982
877	0.515393
878	0.514806
879	0.514221
880	0.513636
881	0.514188
882	0.514739
883	0.515289
884	0.515837
885	0.516384
886	0.51693
887	0.517475
888	0.518018
889	0.51856
890	0.519101
891	0.519641
892	0.519058
893	0.518477
894	0.517897
895	0.517318
896	0.517857
897	0.518395
898	0.518931
899	0.519466
900	0.52
901	0.520533
902	0.521064
903	0.521595
904	0.522124
905	0.522652
906	0.523179
907	0.523705
908	0.524229
909	0.524752
910	0.525275
911	0.525796
912	0.526316
913	0.526835
914	0.526258
915	0.525683
916	0.525109
917	0.524537
918	0.523965
919	0.523395
920	0.522826
921	0.522258
922	0.521692
923	0.521127
924	0.521645
925	0.522162
926	0.522678
927	0.523193
928	0.523707
929	0.52422
930	0.524731
931	0.525242
932	0.525751
933	0.526259
934	0.526767
935	0.527273
936	0.527778
937	0.528282
938	0.528785
939	0.529286
940	0.529787
941	0.530287
942	0.530786
943	0.531283
944	0.53178
945	0.532275
946	0.53277
947	0.533263
948	0.533755
949	0.534247
950	0.534737
951	0.535226
952	0.535714
953	0.536201
954	0.536688
955	0.537173
956	0.537657
957	0.53814
958	0.538622
959	0.539103
960	0.539583
961	0.540062
962	0.540541
963	0.541018
964	0.541494
965	0.541969
966	0.542443
967	0.542916
968	0.543388
969	0.542828
970	0.542268
971	0.54171
972	0.541152
973	0.540596
974	0.540041
975	0.539487
976	0.538934
977	0.538383
978	0.538855
979	0.539326
980	0.539796
981	0.540265
982	0.539715
983	0.539166
984	0.538618
985	0.538071
986	0.537525
987	0.536981
988	0.536437
989	0.535895
990	0.535354
991	0.534813
992	0.535282
993	0.534743
994	0.534205
995	0.533668
996	0.533133
997	0.532598
998	0.533066
999	0.533534
1000	0.534
1001	0.534466
1002	0.53493
1003	0.535394
1004	0.535857
1005	0.536318
1006	0.536779
1007	0.537239
1008	0.537698
1009	0.538157
1010	0.538614
1011	0.53907
1012	0.539526
1013	0.53998
1014	0.540434
1015	0.539901
1016	0.53937
1017	0.539823
1018	0.540275
1019	0.540726
1020	0.541176
1021	0.541626
1022	0.542074
1023	0.542522
1024	0.542969
1025	0.543415
1026	0.54386
1027	0.544304
1028	0.544747
1029	0.54519
1030	0.545631
1031	0.546072
1032	0.546512
1033	0.545983
1034	0.545455
1035	0.544928
1036	0.544402
1037	0.543877
1038	0.543353
1039	0.54283
1040	0.542308
1041	0.542747
1042	0.543186
1043	0.543624
1044	0.544061
1045	0.544498
1046	0.544933
1047	0.545368
1048	0.545802
1049	0.546235
1050	0.546667
1051	0.546147
1052	0.546578
1053	0.547009
1054	0.547438
1055	0.547867
1056	0.548295
1057	0.548723
1058	0.549149
1059	0.549575
1060	0.55
1061	0.549482
1062	0.548964
1063	0.548448
1064	0.547932
1065	0.547418
1066	0.546904
1067	0.547329
1068	0.547753
1069	0.548176
1070	0.548598
1071	0.548086
1072	0.547575
1073	0.547996
1074	0.548417
1075	0.548837
1076	0.549257
1077	0.549675
1078	0.550093
1079	0.55051
1080	0.550926
1081	0.551341
1082	0.551756
1083	0.55217
1084	0.552583
1085	0.552995
1086	0.553407
1087	0.553818
1088	0.554228
1089	0.554637
1090	0.555046
1091	0.555454
1092	0.555861
1093	0.556267
1094	0.555759
1095	0.555251
1096	0.554745
1097	0.554239
1098	0.553734
1099	0.55323
1100	0.552727
1101	0.552225
1102	0.551724
1103	0.551224
1104	0.550725
1105	0.550226
1106	0.549729
1107	0.549232
1108	0.548736
1109	0.548242
1110	0.547748
1111	0.547255
1112	0.546763
1113	0.546271
1114	0.545781
1115	0.545291
1116	0.544803
1117	0.54521
1118	0.545617
1119	0.546023
1120	0.546429
1121	0.546833
1122	0.547237
1123	0.54764
1124	0.548043
1125	0.548444
1126	0.547957
1127	0.547471
1128	0.546986
1129	0.546501
1130	0.546018
1131	0.545535
1132	0.545053
1133	0.544572
1134	0.544092
1135	0.543612
1136	0.543134
1137	0.542656
1138	0.542179
1139	0.541703
1140	0.541228
1141	0.54163
1142	0.542032
1143	0.542432
1144	0.542832
1145	0.543231
1146	0.54363
1147	0.544028
1148	0.544425
1149	0.544822
1150	0.545217
1151	0.545613
1152	0.546007
1153	0.546401
1154	0.546794
1155	0.547186
1156	0.547578
1157	0.547969
1158	0.548359
1159	0.548749
1160	0.548276
1161	0.548665
1162	0.549053
1163	0.549441
1164	0.549828
1165	0.550215
1166	0.549743
1167	0.550129
1168	0.550514
1169	0.550898
1170	0.551282
1171	0.551665
1172	0.552048
1173	0.55243
1174	0.552811
1175	0.553191
1176	0.553571
1177	0.553951
1178	0.554329
1179	0.554707
1180	0.555085
1181	0.555461
1182	0.555838
1183	0.556213
1184	0.556588
1185	0.556962
1186	0.557336
1187	0.557709
1188	0.558081
1189	0.558452
1190	0.558824
1191	0.559194
1192	0.559564
1193	0.559933
1194	0.560302
1195	0.559833
1196	0.559365
1197	0.558897
1198	0.558431
1199	0.557965
1200	0.5575
1201	0.557036
1202	0.556572
1203	0.55611
1204	0.555648
1205	0.555187
1206	0.554726
1207	0.554267
1208	0.553808
1209	0.55335
1210	0.552893
1211	0.552436
1212	0.552805
1213	0.553174
1214	0.552718
1215	0.552263
1216	0.551809
1217	0.552177
1218	0.552545
1219	0.552912
1220	0.552459
1221	0.552007
1222	0.551555
1223	0.551922
1224	0.552288
1225	0.552653
1226	0.553018
1227	0.553382
1228	0.553746
1229	0.553295
1230	0.552846
1231	0.553209
1232	0.553571
1233	0.553933
1234	0.554295
1235	0.554656
1236	0.555016
1237	0.554568
1238	0.55412
1239	0.553672
1240	0.553226
1241	0.55278
1242	0.552335
1243	0.551891
1244	0.551447
1245	0.551004
1246	0.550562
1247	0.55012
1248	0.549679
1249	0.549239
1250	0.5488
1251	0.549161
1252	0.549521
1253	0.54988
1254	0.550239
1255	0.550598
1256	0.550159
1257	0.549722
1258	0.549285
1259	0.548848
1260	0.548413
1261	0.547978
1262	0.547544
1263	0.54711
1264	0.546677
1265	0.546245
1266	0.545814
1267	0.545383
1268	0.544953
1269	0.544523
1270	0.544094
1271	0.543666
1272	0.543239
1273	0.542812
1274	0.543171
1275	0.543529
1276	0.543887
1277	0.544244
1278	0.544601
1279	0.544957
1280	0.545313
1281	0.545667
1282	0.546022
1283	0.546376
1284	0.546729
1285	0.547082
1286	0.547434
1287	0.547786
1288	0.548137
1289	0.548487
1290	0.548837
1291	0.549187
1292	0.549536
1293	0.549884
1294	0.550232
1295	0.550579
1296	0.550926
1297	0.550501
1298	0.550077
1299	0.549654
1300	0.549231
1301	0.548809
1302	0.548387
1303	0.547966
1304	0.547546
1305	0.547126
1306	0.546708
1307	0.546289
1308	0.545872
1309	0.545455
1310	0.545038
1311	0.545385
1312	0.545732
1313	0.546078
1314	0.546423
1315	0.546768
1316	0.547112
1317	0.547456
1318	0.5478
1319	0.548143
1320	0.548485
1321	0.548827
1322	0.549168
1323	0.548753
1324	0.548338
1325	0.547925
1326	0.547511
1327	0.547099
1328	0.546687
1329	0.546275
1330	0.545865
1331	0.545455
1332	0.545045
1333	0.544636
1334	0.544978
1335	0.545318
1336	0.545659
1337	0.545999
1338	0.546338
1339	0.546677
1340	0.547015
1341	0.547353
1342	0.54769
1343	0.547282
1344	0.547619
1345	0.547955
1346	0.548291
1347	0.548627
1348	0.548961
1349	0.549296
1350	0.548889
1351	0.549223
1352	0.549556
1353	0.549889
1354	0.550222
1355	0.550554
1356	0.550885
1357	0.551216
1358	0.551546
1359	0.551141
1360	0.550735
1361	0.550331
1362	0.549927
1363	0.549523
1364	0.54912
1365	0.548718
1366	0.548316
1367	0.547915
1368	0.547515
1369	0.547115
1370	0.546715
1371	0.546317
1372	0.545918
1373	0.545521
1374	0.545124
1375	0.544727
1376	0.544331
1377	0.543936
1378	0.544267
1379	0.544598
1380	0.544928
1381	0.545257
1382	0.544863
1383	0.544469
1384	0.544075
1385	0.543682
1386	0.54329
1387	0.542898
1388	0.542507
1389	0.542117
1390	0.541727
1391	0.541337
1392	0.541667
1393	0.541996
1394	0.542324
1395	0.542652
1396	0.54298
1397	0.543307
1398	0.543634
1399	0.54396
1400	0.544286
1401	0.544611
1402	0.544936
1403	0.54526
1404	0.544872
1405	0.544484
1406	0.544097
1407	0.54371
1408	0.543324
1409	0.542938
1410	0.542553
1411	0.542169
1412	0.541785
1413	0.541401
1414	0.541018
1415	0.540636
1416	0.540254
1417	0.539873
1418	0.539492
1419	0.539817
1420	0.540141
1421	0.540464
1422	0.540788
1423	0.540408
1424	0.540028
1425	0.540351
1426	0.540673
1427	0.540995
1428	0.541317
1429	0.540938
1430	0.540559
1431	0.540182
1432	0.539804
1433	0.539428
1434	0.539052
1435	0.538676
1436	0.538301
1437	0.537926
1438	0.537552
1439	0.537179
1440	0.536806
1441	0.536433
1442	0.536061
1443	0.53569
1444	0.535319
1445	0.534948
1446	0.534578
1447	0.534209
1448	0.53384
1449	0.533471
1450	0.533793
1451	0.534114
1452	0.534435
1453	0.534756
1454	0.534388
1455	0.534021
1456	0.534341
1457	0.53466
1458	0.534979
1459	0.535298
1460	0.535616
1461	0.535934
1462	0.536252
1463	0.535885
1464	0.535519
1465	0.535154
1466	0.534789
1467	0.534424
1468	0.53406
1469	0.533696
1470	0.533333
1471	0.532971
1472	0.532609
1473	0.532247
1474	0.531886
1475	0.532203
1476	0.53252
1477	0.532837
1478	0.533153
1479	0.533469
1480	0.533784
1481	0.534099
1482	0.534413
1483	0.534727
1484	0.53504
1485	0.535354
1486	0.535666
1487	0.535978
1488	0.53629
1489	0.536602
1490	0.536913
1491	0.537223
1492	0.537534
1493	0.537843
1494	0.538153
1495	0.538462
1496	0.53877
1497	0.539078
1498	0.539386
1499	0.539693
1500	0.54
1501	0.540306
1502	0.540613
1503	0.540918
1504	0.541223
1505	0.541528
1506	0.541833
1507	0.541473
1508	0.541114
1509	0.540755
1510	0.540397
1511	0.54004
1512	0.539683
1513	0.539326
1514	0.53897
1515	0.539274
1516	0.539578
1517	0.539881
1518	0.540184
1519	0.540487
1520	0.540789
1521	0.541091
1522	0.541393
1523	0.541037
1524	0.540682
1525	0.540328
1526	0.539974
1527	0.53962
1528	0.539267
1529	0.538914
1530	0.538562
1531	0.53821
1532	0.538512
1533	0.538813
1534	0.539113
1535	0.539414
1536	0.539714
1537	0.540013
1538	0.540312
1539	0.540611
1540	0.540909
1541	0.541207
1542	0.541505
1543	0.541802
1544	0.542098
1545	0.542395
1546	0.542691
1547	0.542986
1548	0.543282
1549	0.542931
1550	0.542581
1551	0.542231
1552	0.541881
1553	0.541533
1554	0.541184
1555	0.540836
1556	0.540488
1557	0.540141
1558	0.539795
1559	0.539448
1560	0.539103
1561	0.538757
1562	0.538412
1563	0.538068
1564	0.538363
1565	0.538658
1566	0.538953
1567	0.539247
1568	0.539541
1569	0.539834
1570	0.540127
1571	0.54042
1572	0.540712
1573	0.541004
1574	0.541296
1575	0.541587
1576	0.541878
1577	0.542169
1578	0.541825
1579	0.541482
1580	0.541139
1581	0.540797
1582	0.540455
1583	0.540114
1584	0.539773
1585	0.539432
1586	0.539092
1587	0.539382
1588	0.539673
1589	0.539962
1590	0.540252
1591	0.540541
1592	0.540829
1593	0.541117
1594	0.541405
1595	0.541693
1596	0.54198
1597	0.542267
1598	0.542553
1599	0.542214
1600	0.541875
1601	0.542161
1602	0.542447
1603	0.542732
1604	0.543017
1605	0.543302
1606	0.543587
1607	0.543871
1608	0.544154
1609	0.543816
1610	0.543478
1611	0.543141
1612	0.542804
1613	0.542467
1614	0.542131
1615	0.541796
1616	0.54146
1617	0.541744
1618	0.542027
1619	0.541692
1620	0.541358
1621	0.541024
1622	0.540691
1623	0.540357
1624	0.540025
1625	0.539692
1626	0.53936
1627	0.539029
1628	0.538698
1629	0.538367
1630	0.53865
1631	0.538933
1632	0.539216
1633	0.539498
1634	0.53978
1635	0.53945
1636	0.53912
1637	0.53879
1638	0.538462
1639	0.538133
1640	0.538415
1641	0.538696
1642	0.538368
1643	0.53804
1644	0.537713
1645	0.537386
1646	0.53706
1647	0.536733
1648	0.536408
1649	0.536082
1650	0.535758
1651	0.535433
1652	0.535109
1653	0.534785
1654	0.534462
1655	0.534743
1656	0.535024
1657	0.535305
1658	0.535585
1659	0.535865
1660	0.536145
1661	0.536424
1662	0.536703
1663	0.536981
1664	0.53726
1665	0.536937
1666	0.536615
1667	0.536293
1668	0.535971
1669	0.53565
1670	0.535329
1671	0.535009
1672	0.534689
1673	0.534369
1674	0.53405
1675	0.533731
1676	0.533413
1677	0.533095
1678	0.532777
1679	0.53246
1680	0.532738
1681	0.533016
1682	0.533294
1683	0.533571
1684	0.533254
1685	0.533531
1686	0.533808
1687	0.534084
1688	0.53436
1689	0.534636
1690	0.53432
1691	0.534004
1692	0.533688
1693	0.533963
1694	0.534238
1695	0.534513
1696	0.534788
1697	0.535062
1698	0.535336
1699	0.535609
1700	0.535882
1701	0.536155
1702	0.536428
1703	0.5367
1704	0.536972
1705	0.537243
1706	0.536928
1707	0.536614
1708	0.5363
1709	0.535986
1710	0.535673
1711	0.535359
1712	0.535047
1713	0.534734
1714	0.534422
1715	0.534111
1716	0.5338
1717	0.533489
1718	0.533178
1719	0.532868
1720	0.532558
1721	0.532249
1722	0.53194
1723	0.531631
1724	0.531323
1725	0.531594
1726	0.531866
1727	0.532137
1728	0.532407
1729	0.532099
1730	0.531792
1731	0.531485
1732	0.531178
1733	0.530871
1734	0.530565
1735	0.530259
1736	0.529954
1737	0.529649
1738	0.529919
1739	0.53019
1740	0.53046
1741	0.530729
1742	0.530999
1743	0.530694
1744	0.530963
1745	0.531232
1746	0.531501
1747	0.531196
1748	0.530892
1749	0.530589
1750	0.530286
1751	0.529983
1752	0.530251
1753	0.530519
1754	0.530787
1755	0.530484
1756	0.530182
1757	0.52988
1758	0.529579
1759	0.529278
1760	0.528977
1761	0.528677
1762	0.528377
1763	0.528077
1764	0.528345
1765	0.528612
1766	0.528879
1767	0.529145
1768	0.529412
1769	0.529678
1770	0.529944
1771	0.530209
1772	0.530474
1773	0.530739
1774	0.531003
1775	0.531268
1776	0.531532
1777	0.531795
1778	0.532058
1779	0.532322
1780	0.532584
1781	0.532847
1782	0.533109
1783	0.533371
1784	0.533632
1785	0.533894
1786	0.534155
1787	0.534415
1788	0.534676
1789	0.534936
1790	0.534637
1791	0.534338
1792	0.53404
1793	0.533742
1794	0.533445
1795	0.533148
1796	0.532851
1797	0.532554
1798	0.532258
1799	0.532518
1800	0.532778
1801	0.533037
1802	0.533296
1803	0.533555
1804	0.533814
1805	0.534072
1806	0.53433
1807	0.534588
1808	0.534845
1809	0.535102
1810	0.535359
1811	0.535616
1812	0.535872
1813	0.536128
1814	0.536384
1815	0.536639
1816	0.536894
1817	0.537149
1818	0.537404
1819	0.537658
1820	0.537912
1821	0.538166
1822	0.538419
1823	0.538673
1824	0.538925
1825	0.539178
1826	0.538883
1827	0.538588
1828	0.538293
1829	0.538546
1830	0.538798
1831	0.53905
1832	0.539301
1833	0.539553
1834	0.539804
1835	0.540054
1836	0.540305
1837	0.540555
1838	0.540261
1839	0.539967
1840	0.539674
1841	0.539381
1842	0.539088
1843	0.538795
1844	0.539046
1845	0.539295
1846	0.539545
1847	0.539794
1848	0.540043
1849	0.540292
1850	0.540541
1851	0.540789
1852	0.541037
1853	0.541284
1854	0.541532
1855	0.541779
1856	0.541487
1857	0.541195
1858	0.540904
1859	0.540613
1860	0.540323
1861	0.540032
1862	0.539742
1863	0.539452
1864	0.5397
1865	0.539946
1866	0.539657
1867	0.539368
1868	0.539079
1869	0.538791
1870	0.538503
1871	0.538215
1872	0.537927
1873	0.53764
1874	0.537353
1875	0.537067
1876	0.53678
1877	0.536494
1878	0.536209
1879	0.535923
