# Tempo	Probabilidade
1008	0.484127
1009	0.484638
1010	0.484158
1011	0.484669
1012	0.48419
1013	0.483712
1014	0.483235
1015	0.483744
1016	0.484252
1017	0.483776
1018	0.483301
1019	0.482826
1020	0.483333
1021	0.48286
1022	0.482387
1023	0.481916
1024	0.482422
1025	0.481951
1026	0.481481
1027	0.481013
1028	0.480545
1029	0.48105
1030	0.480583
1031	0.481086
1032	0.48062
1033	0.481123
1034	0.481625
1035	0.481159
1036	0.48166
1037	0.481196
1038	0.480732
1039	0.481232
1040	0.481731
1041	0.481268
1042	0.481766
1043	0.481304
1044	0.481801
1045	0.48134
1046	0.481836
1047	0.481375
1048	0.48187
1049	0.481411
1050	0.481905
1051	0.481446
1052	0.481939
1053	0.482431
1054	0.481973
1055	0.481517
1056	0.482008
1057	0.481552
1058	0.481096
1059	0.481586
1060	0.481132
1061	0.481621
1062	0.481168
1063	0.480715
1064	0.481203
1065	0.480751
1066	0.4803
1067	0.480787
1068	0.481273
1069	0.481759
1070	0.482243
1071	0.481793
1072	0.481343
1073	0.481827
1074	0.481378
1075	0.48093
1076	0.481413
1077	0.480966
1078	0.480519
1079	0.481001
1080	0.481481
1081	0.481036
1082	0.481516
1083	0.481071
1084	0.48155
1085	0.482028
1086	0.482505
1087	0.482981
1088	0.482537
1089	0.482094
1090	0.482569
1091	0.482126
1092	0.481685
1093	0.481244
1094	0.481718
1095	0.481279
1096	0.481752
1097	0.481313
1098	0.480874
1099	0.480437
1100	0.480909
1101	0.480472
1102	0.480944
1103	0.481414
1104	0.480978
1105	0.480543
1106	0.480108
1107	0.479675
1108	0.479242
1109	0.479711
1110	0.479279
1111	0.479748
1112	0.480216
1113	0.479784
1114	0.480251
1115	0.480717
1116	0.481183
1117	0.480752
1118	0.480322
1119	0.480786
1120	0.480357
1121	0.480821
1122	0.481283
1123	0.481745
1124	0.481317
1125	0.481778
1126	0.48135
1127	0.48181
1128	0.48227
1129	0.481842
1130	0.482301
1131	0.482759
1132	0.483216
1133	0.482789
1134	0.483245
1135	0.4837
1136	0.483275
1137	0.483729
1138	0.483304
1139	0.483758
1140	0.483333
1141	0.483786
1142	0.484238
1143	0.484689
1144	0.484266
1145	0.484716
1146	0.484293
1147	0.484743
1148	0.484321
1149	0.484769
1150	0.485217
1151	0.485665
1152	0.485243
1153	0.48569
1154	0.486135
1155	0.485714
1156	0.485294
1157	0.484875
1158	0.484456
1159	0.484038
1160	0.484483
1161	0.484065
1162	0.483649
1163	0.484093
1164	0.483677
1165	0.48412
1166	0.483705
1167	0.484147
1168	0.484589
1169	0.48503
1170	0.484615
1171	0.485056
1172	0.484642
1173	0.485081
1174	0.48552
1175	0.485957
1176	0.486395
1177	0.486831
1178	0.487267
1179	0.486853
1180	0.486441
1181	0.486029
1182	0.486464
1183	0.486898
1184	0.487331
1185	0.487764
1186	0.488196
1187	0.488627
1188	0.488215
1189	0.487805
1190	0.487395
1191	0.487825
1192	0.488255
1193	0.488684
1194	0.489112
1195	0.488703
1196	0.488294
1197	0.487886
1198	0.488314
1199	0.488741
1200	0.488333
1201	0.488759
1202	0.489185
1203	0.488778
1204	0.488372
1205	0.487967
1206	0.488391
1207	0.487987
1208	0.487583
1209	0.487179
1210	0.486777
1211	0.487201
1212	0.486799
1213	0.486397
1214	0.48682
1215	0.48642
1216	0.48602
1217	0.486442
1218	0.486864
1219	0.487285
1220	0.486885
1221	0.486486
1222	0.486907
1223	0.486509
1224	0.486928
1225	0.486531
1226	0.486134
1227	0.486553
1228	0.486156
1229	0.486574
1230	0.486992
1231	0.486596
1232	0.486201
1233	0.486618
1234	0.486224
1235	0.48583
1236	0.485437
1237	0.485853
1238	0.48546
1239	0.485876
1240	0.485484
1241	0.485093
1242	0.485507
1243	0.485921
1244	0.486334
1245	0.485944
1246	0.486356
1247	0.485966
1248	0.485577
1249	0.485989
1250	0.4856
1251	0.486011
1252	0.486422
1253	0.486034
1254	0.485646
1255	0.485259
1256	0.485669
1257	0.486078
1258	0.486486
1259	0.486894
1260	0.486508
1261	0.486915
1262	0.486529
1263	0.486144
1264	0.486551
1265	0.486957
1266	0.487362
1267	0.487766
1268	0.48817
1269	0.487786
1270	0.488189
1271	0.488592
1272	0.488994
1273	0.489395
1274	0.489011
1275	0.489412
1276	0.489028
1277	0.488645
1278	0.489045
1279	0.488663
1280	0.489062
1281	0.488681
1282	0.48908
1283	0.488698
1284	0.488318
1285	0.488716
1286	0.488336
1287	0.488733
1288	0.48913
1289	0.488751
1290	0.489147
1291	0.488768
1292	0.489164
1293	0.488786
1294	0.489181
1295	0.489575
1296	0.489969
1297	0.489591
1298	0.489214
1299	0.488838
1300	0.488462
1301	0.488855
1302	0.489247
1303	0.489639
1304	0.489264
1305	0.488889
1306	0.48928
1307	0.488906
1308	0.489297
1309	0.489687
1310	0.490076
1311	0.489703
1312	0.490091
1313	0.49048
1314	0.490107
1315	0.490494
1316	0.490122
1317	0.490509
1318	0.490895
1319	0.491281
1320	0.490909
1321	0.491294
1322	0.490923
1323	0.491308
1324	0.491692
1325	0.492075
1326	0.491704
1327	0.492087
1328	0.49247
1329	0.492099
1330	0.492481
1331	0.492111
1332	0.491742
1333	0.492123
1334	0.491754
1335	0.492135
1336	0.491766
1337	0.492147
1338	0.491779
1339	0.492158
1340	0.492537
1341	0.49217
1342	0.492548
1343	0.492182
1344	0.49256
1345	0.492193
1346	0.492571
1347	0.492947
1348	0.492582
1349	0.492216
1350	0.492593
1351	0.492228
1352	0.491864
1353	0.4915
1354	0.491137
1355	0.491513
1356	0.491888
1357	0.491525
1358	0.491163
1359	0.491538
1360	0.491176
1361	0.490816
1362	0.491189
1363	0.491563
1364	0.491935
1365	0.491575
1366	0.491215
1367	0.490856
1368	0.490497
1369	0.490139
1370	0.489781
1371	0.490153
1372	0.490525
1373	0.490168
1374	0.489811
1375	0.489455
1376	0.489099
1377	0.488744
1378	0.489115
1379	0.48876
1380	0.488406
1381	0.488776
1382	0.488423
1383	0.488792
1384	0.488439
1385	0.488809
1386	0.488456
1387	0.488104
1388	0.488473
1389	0.488121
1390	0.48777
1391	0.488138
1392	0.487787
1393	0.487437
1394	0.487805
1395	0.488172
1396	0.488539
1397	0.488905
1398	0.488555
1399	0.488921
1400	0.489286
1401	0.488936
1402	0.489301
1403	0.489665
1404	0.489316
1405	0.488968
1406	0.48862
1407	0.488984
1408	0.488636
1409	0.488999
1410	0.488652
1411	0.489015
1412	0.489377
1413	0.48903
1414	0.489392
1415	0.489753
1416	0.489407
1417	0.489061
1418	0.488717
1419	0.489077
1420	0.488732
1421	0.488388
1422	0.488748
1423	0.488405
1424	0.488062
1425	0.488421
1426	0.48878
1427	0.489138
1428	0.488796
1429	0.489153
1430	0.48951
1431	0.489168
1432	0.489525
1433	0.489881
1434	0.490237
1435	0.490592
1436	0.490251
1437	0.490605
1438	0.49096
1439	0.490618
1440	0.490972
1441	0.491325
1442	0.490985
1443	0.490644
1444	0.490997
1445	0.490657
1446	0.49101
1447	0.49067
1448	0.491022
1449	0.491373
1450	0.491034
1451	0.491385
1452	0.491047
1453	0.491397
1454	0.491059
1455	0.491409
1456	0.491071
1457	0.490734
1458	0.490398
1459	0.490747
1460	0.490411
1461	0.49076
1462	0.490424
1463	0.490772
1464	0.49112
1465	0.491468
1466	0.491132
1467	0.490798
1468	0.490463
1469	0.490129
1470	0.489796
1471	0.489463
1472	0.48981
1473	0.489477
1474	0.489824
1475	0.489492
1476	0.489837
1477	0.489506
1478	0.489851
1479	0.48952
1480	0.489865
1481	0.489534
1482	0.489879
1483	0.489548
1484	0.489218
1485	0.489562
1486	0.489233
1487	0.488904
1488	0.489247
1489	0.48959
1490	0.489262
1491	0.488934
1492	0.488606
1493	0.488279
1494	0.488621
1495	0.488963
1496	0.488636
1497	0.48831
1498	0.488652
1499	0.488993
1500	0.488667
1501	0.488341
1502	0.488682
1503	0.488357
1504	0.488697
1505	0.489037
1506	0.488712
1507	0.489051
1508	0.48939
1509	0.489728
1510	0.489404
1511	0.48908
1512	0.488757
1513	0.489095
1514	0.489432
1515	0.489109
1516	0.489446
1517	0.489123
1518	0.48946
1519	0.489138
1520	0.488816
1521	0.488494
1522	0.488173
1523	0.48851
1524	0.488189
1525	0.488525
1526	0.488204
1527	0.487885
1528	0.487565
1529	0.487247
1530	0.486928
1531	0.487263
1532	0.486945
1533	0.486628
1534	0.48631
1535	0.485993
1536	0.485677
1537	0.485361
1538	0.485696
1539	0.48603
1540	0.485714
1541	0.486048
1542	0.485733
1543	0.485418
1544	0.485751
1545	0.485437
1546	0.48577
1547	0.485456
1548	0.485142
1549	0.485474
1550	0.485806
1551	0.485493
1552	0.48518
1553	0.485512
1554	0.485843
1555	0.485531
1556	0.485861
1557	0.486191
1558	0.486521
1559	0.486851
1560	0.486538
1561	0.486867
1562	0.486556
1563	0.486884
1564	0.486573
1565	0.486901
1566	0.48659
1567	0.486918
1568	0.486607
1569	0.486297
1570	0.485987
1571	0.485678
1572	0.486005
1573	0.485696
1574	0.486023
1575	0.485714
1576	0.486041
1577	0.486367
1578	0.486058
1579	0.48575
1580	0.485443
1581	0.485769
1582	0.486094
1583	0.485786
1584	0.486111
1585	0.485804
1586	0.485498
1587	0.485822
1588	0.485516
1589	0.48584
1590	0.486164
1591	0.485858
1592	0.485553
1593	0.485876
1594	0.485571
1595	0.485893
1596	0.486216
1597	0.485911
1598	0.486233
1599	0.485929
1600	0.485625
1601	0.485946
1602	0.485643
1603	0.485964
1604	0.485661
1605	0.485358
1606	0.485679
1607	0.485376
1608	0.485697
1609	0.485395
1610	0.485093
1611	0.484792
1612	0.484491
1613	0.484811
1614	0.484511
1615	0.48483
1616	0.48453
1617	0.484848
1618	0.485167
1619	0.484867
1620	0.485185
1621	0.485503
1622	0.485203
1623	0.484904
1624	0.484606
1625	0.484308
1626	0.484625
1627	0.484942
1628	0.485258
1629	0.48496
1630	0.485276
1631	0.484979
1632	0.485294
1633	0.485609
1634	0.485312
1635	0.485627
1636	0.48533
1637	0.485644
1638	0.485348
1639	0.485052
1640	0.485366
1641	0.485679
1642	0.485384
1643	0.485697
1644	0.48601
1645	0.485714
1646	0.486027
1647	0.486339
1648	0.486044
1649	0.485749
1650	0.485455
1651	0.485766
1652	0.486077
1653	0.486388
1654	0.486699
1655	0.486405
1656	0.486111
1657	0.485818
1658	0.486128
1659	0.485835
1660	0.485542
1661	0.48525
1662	0.48556
1663	0.485869
1664	0.486178
1665	0.485886
1666	0.486194
1667	0.486503
1668	0.486811
1669	0.486519
1670	0.486228
1671	0.485937
1672	0.485646
1673	0.485356
1674	0.485066
1675	0.484776
1676	0.484487
1677	0.484794
1678	0.484505
1679	0.484812
1680	0.484524
1681	0.48483
1682	0.484542
1683	0.484848
1684	0.484561
1685	0.484866
1686	0.484579
1687	0.484884
1688	0.484597
1689	0.48431
1690	0.484615
1691	0.484329
1692	0.484043
1693	0.484347
1694	0.484652
1695	0.484366
1696	0.48408
1697	0.484384
1698	0.484099
1699	0.484403
1700	0.484118
1701	0.484421
1702	0.484136
1703	0.484439
1704	0.484742
1705	0.484457
1706	0.48476
1707	0.485062
1708	0.485363
1709	0.485079
1710	0.484795
1711	0.484512
1712	0.484813
1713	0.48453
1714	0.484831
1715	0.484548
1716	0.484848
1717	0.485149
1718	0.484866
1719	0.484584
1720	0.484884
1721	0.484602
1722	0.484901
1723	0.48462
1724	0.484339
1725	0.484638
1726	0.484936
1727	0.485235
1728	0.484954
1729	0.485252
1730	0.485549
1731	0.485269
1732	0.485566
1733	0.485286
1734	0.485582
1735	0.485303
1736	0.485599
1737	0.48532
1738	0.485616
1739	0.485336
1740	0.485632
1741	0.485928
1742	0.486223
1743	0.485944
1744	0.486239
1745	0.48596
1746	0.485682
1747	0.485976
1748	0.48627
1749	0.485992
1750	0.486286
1751	0.486008
1752	0.486301
1753	0.486024
1754	0.486317
1755	0.48604
1756	0.485763
1757	0.486056
1758	0.485779
1759	0.486072
1760	0.486364
1761	0.486087
1762	0.486379
1763	0.486103
1764	0.486395
1765	0.486119
1766	0.485844
1767	0.486135
1768	0.486425
1769	0.486716
1770	0.486441
1771	0.486166
1772	0.485892
1773	0.486182
1774	0.486471
1775	0.486197
1776	0.486486
1777	0.486213
1778	0.486502
1779	0.486228
1780	0.486517
1781	0.486805
1782	0.487093
1783	0.487381
1784	0.487108
1785	0.486835
1786	0.486562
1787	0.48629
1788	0.486577
1789	0.486864
1790	0.486592
1791	0.48632
1792	0.486049
1793	0.485778
1794	0.485507
1795	0.485794
1796	0.48608
1797	0.486366
1798	0.486652
1799	0.486381
1800	0.486111
1801	0.486396
1802	0.486681
1803	0.486412
1804	0.486142
1805	0.486427
1806	0.486711
1807	0.486442
1808	0.486726
1809	0.486457
1810	0.48674
1811	0.487024
1812	0.487307
1813	0.48759
1814	0.487321
1815	0.487052
1816	0.486784
1817	0.486516
1818	0.486249
1819	0.486531
1820	0.486813
1821	0.486546
1822	0.486828
1823	0.486561
1824	0.486842
1825	0.487123
1826	0.486857
1827	0.487137
1828	0.486871
1829	0.487151
1830	0.486885
1831	0.486619
1832	0.4869
1833	0.486634
1834	0.486369
1835	0.486104
1836	0.486383
1837	0.486663
1838	0.486398
1839	0.486678
1840	0.486413
1841	0.486692
1842	0.486971
1843	0.487249
1844	0.486985
1845	0.487263
1846	0.486999
1847	0.487277
1848	0.487554
1849	0.48729
1850	0.487027
1851	0.486764
1852	0.487041
1853	0.486778
1854	0.486516
1855	0.486253
1856	0.48653
1857	0.486807
1858	0.486545
1859	0.486821
1860	0.486559
1861	0.486298
1862	0.486574
1863	0.486312
1864	0.486588
1865	0.486327
1866	0.486602
1867	0.486342
1868	0.486617
1869	0.486891
1870	0.487166
1871	0.486905
1872	0.486645
1873	0.486919
1874	0.487193
1875	0.486933
1876	0.487207
1877	0.486947
1878	0.48722
1879	0.487493
1880	0.487766
